Pclass,Age,SibSp,Parch,Fare,name__len,age__was_missing,cabin__was_missing,embarked__was_missing,sex_female,sex_male,ticket__freq,cabin__freq,embarked_C,embarked_Q,embarked_S,Survived
1,17.0,1,0,57.0,41.0,0,0,0,1,0,0.002244668911335578,0.002244668911335578,0,0,1,1
3,11.0,4,2,31.275,33.0,0,1,0,1,0,0.007856341189674524,0.7710437710437711,0,0,1,0
3,61.0,0,0,6.2375,25.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,30.0,0,0,8.6625,19.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,0
2,7.0,0,2,26.25,22.0,0,1,0,1,0,0.003367003367003367,0.7710437710437711,0,0,1,1
3,63.0,0,0,9.5875,22.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
3,20.0,0,0,7.2292,21.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,1
3,28.0,0,2,22.3583,38.0,1,1,0,1,0,0.002244668911335578,0.7710437710437711,1,0,0,1
3,29.0,0,0,9.4833,26.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,36.0,1,2,120.0,26.0,0,0,0,0,1,0.004489337822671156,0.004489337822671156,0,0,1,1
3,28.0,0,0,14.4583,21.0,1,1,0,0,1,0.002244668911335578,0.7710437710437711,1,0,0,0
3,50.0,0,0,8.05,24.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,27.0,0,2,211.5,25.0,0,0,0,0,1,0.001122334455667789,0.001122334455667789,1,0,0,0
3,30.0,0,0,7.25,30.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,33.0,1,0,90.0,22.0,0,0,0,1,0,0.002244668911335578,0.002244668911335578,0,1,0,1
3,28.0,0,0,7.725,18.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,0
3,28.0,3,1,25.4667,18.0,1,1,0,1,0,0.004489337822671156,0.7710437710437711,0,0,1,0
3,2.0,3,1,21.075,30.0,0,1,0,0,1,0.004489337822671156,0.7710437710437711,0,0,1,0
2,25.0,1,1,30.0,27.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
1,51.0,0,1,61.3792,27.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
2,25.0,0,1,26.0,44.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,1
3,28.0,0,0,7.25,22.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,28.0,0,0,7.8958,32.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,24.0,0,0,13.0,38.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,0
3,18.0,1,1,20.2125,27.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
1,28.0,0,0,30.5,21.0,1,0,0,0,1,0.001122334455667789,0.001122334455667789,0,0,1,1
3,25.0,0,0,7.05,22.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,24.0,0,2,14.5,31.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,1
3,22.0,0,0,7.5208,25.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,1.0,1,2,151.55,30.0,0,0,0,0,1,0.004489337822671156,0.003367003367003367,0,0,1,1
2,24.0,1,0,26.0,35.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,1
3,26.0,0,0,7.925,22.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
2,34.0,1,0,21.0,18.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,21.0,2,2,249.00622000000035,37.0,0,0,0,1,0,0.002244668911335578,0.002244668911335578,1,0,0,1
3,28.0,0,0,7.75,17.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,0
3,28.0,0,0,7.2292,30.0,1,1,0,1,0,0.001122334455667789,0.7710437710437711,1,0,0,1
3,28.0,0,0,8.6625,19.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,22.0,0,0,7.775,18.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
1,62.0,0,0,80.0,41.0,0,0,1,1,0,0.002244668911335578,0.002244668911335578,0,0,1,1
3,18.0,0,0,9.8417,23.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
1,42.0,0,0,227.525,21.0,0,1,0,1,0,0.004489337822671156,0.7710437710437711,1,0,0,1
2,57.0,0,0,12.35,30.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,0
3,19.0,0,0,0.0,31.0,0,1,0,0,1,0.004489337822671156,0.7710437710437711,0,0,1,0
2,42.0,1,0,26.0,51.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
3,28.0,0,0,7.225,18.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
3,20.0,0,0,8.6625,23.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,0
3,34.5,0,0,6.4375,26.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
3,28.0,0,0,9.5,27.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,28.0,0,0,8.05,18.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,23.0,0,0,7.8958,18.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,22.0,0,0,7.25,22.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,52.0,0,0,30.5,30.0,0,0,0,0,1,0.001122334455667789,0.001122334455667789,0,0,1,1
3,30.0,0,0,12.475,24.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,1
2,36.5,0,2,26.0,40.0,0,0,0,0,1,0.003367003367003367,0.003367003367003367,0,0,1,0
3,28.0,0,0,7.75,16.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,0
3,22.0,0,0,7.2292,21.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
1,50.0,2,0,133.65,29.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,1
3,27.0,0,0,6.975,23.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,1
3,22.0,0,0,8.05,21.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,51.0,1,0,77.9583,36.0,0,0,0,1,0,0.003367003367003367,0.001122334455667789,0,0,1,1
2,36.0,0,0,10.5,17.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,29.0,1,0,26.0,45.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
1,22.0,0,0,151.55,20.0,0,1,0,1,0,0.004489337822671156,0.7710437710437711,0,0,1,1
1,50.0,1,0,106.425,26.0,0,0,0,0,1,0.002244668911335578,0.001122334455667789,1,0,0,0
2,40.0,0,0,13.0,25.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
3,27.0,0,0,8.6625,17.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,1
1,28.0,0,0,0.0,29.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,65.0,0,0,26.55,25.0,0,0,0,0,1,0.001122334455667789,0.001122334455667789,0,0,1,0
3,17.0,0,0,8.6625,16.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,28.0,0,0,26.55,41.0,0,0,0,0,1,0.001122334455667789,0.002244668911335578,0,0,1,1
1,4.0,0,2,81.8583,25.0,0,0,0,0,1,0.001122334455667789,0.001122334455667789,0,0,1,1
3,28.0,0,0,7.8958,17.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,1.0,1,1,11.1333,28.0,0,1,0,1,0,0.003367003367003367,0.7710437710437711,0,0,1,1
2,36.0,1,2,27.75,21.0,0,1,0,0,1,0.003367003367003367,0.7710437710437711,0,0,1,0
2,43.0,1,1,26.25,18.0,0,1,0,0,1,0.003367003367003367,0.7710437710437711,0,0,1,0
1,38.0,0,1,153.4625,25.0,0,0,0,0,1,0.003367003367003367,0.001122334455667789,0,0,1,0
2,31.0,1,1,26.25,43.0,0,1,0,1,0,0.003367003367003367,0.7710437710437711,0,0,1,1
3,29.0,0,0,8.05,20.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,18.0,0,0,8.3,22.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,28.0,0,0,15.05,16.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
1,39.0,1,1,110.8833,52.0,0,0,0,1,0,0.004489337822671156,0.002244668911335578,1,0,0,1
2,39.0,0,0,13.0,18.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,26.0,2,0,8.6625,17.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,20.0,0,0,7.05,30.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,28.0,1,0,133.65,50.0,1,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,1
3,49.0,0,0,0.0,19.0,0,1,0,0,1,0.004489337822671156,0.7710437710437711,0,0,1,0
2,23.0,0,0,15.0458,18.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
3,1.0,4,1,39.6875,28.0,0,1,0,0,1,0.006734006734006734,0.7710437710437711,0,0,1,0
3,28.0,0,0,7.8792,29.0,1,1,0,1,0,0.001122334455667789,0.7710437710437711,0,1,0,1
3,28.0,1,2,23.45,22.0,1,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
2,3.0,1,1,26.0,26.0,0,0,0,0,1,0.003367003367003367,0.003367003367003367,0,0,1,1
3,4.0,1,1,11.1333,31.0,0,1,0,0,1,0.003367003367003367,0.7710437710437711,0,0,1,1
3,19.0,0,0,7.65,42.0,0,0,0,0,1,0.001122334455667789,0.002244668911335578,0,0,1,0
3,40.5,0,0,7.75,18.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,0
3,1.0,0,2,15.7417,27.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,1,0,0,1
3,28.0,0,2,15.2458,29.0,1,1,0,1,0,0.002244668911335578,0.7710437710437711,1,0,0,0
3,21.0,0,0,7.925,25.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,54.0,0,0,51.8625,23.0,0,0,0,0,1,0.001122334455667789,0.001122334455667789,0,0,1,0
3,28.0,0,0,15.5,19.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,0
2,25.0,1,2,41.5792,38.0,0,1,0,0,1,0.003367003367003367,0.7710437710437711,1,0,0,0
3,26.0,1,0,14.4542,27.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
3,22.0,0,0,10.5167,28.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,0
3,31.0,1,1,20.525,46.0,0,1,0,1,0,0.003367003367003367,0.7710437710437711,0,0,1,1
1,49.0,1,0,89.1042,24.0,0,0,0,0,1,0.002244668911335578,0.002244668911335578,1,0,0,1
2,19.0,1,1,36.75,28.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
2,24.0,0,0,10.5,33.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,16.0,0,0,8.05,30.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,1
1,25.0,1,0,55.4417,27.0,0,0,0,0,1,0.001122334455667789,0.001122334455667789,1,0,0,1
3,39.0,0,0,24.15,17.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
3,47.0,1,0,14.5,46.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,0
1,60.0,0,0,26.55,15.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,24.0,0,0,13.0,22.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,28.0,0,0,50.0,21.0,1,0,0,0,1,0.001122334455667789,0.001122334455667789,0,0,1,0
2,27.0,1,0,21.0,55.10000000000002,0,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,0
2,28.0,0,0,13.8625,26.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,1
3,38.0,0,0,7.8958,15.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,44.0,0,0,8.05,25.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,21.0,0,0,10.5,17.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
3,24.0,0,2,16.7,51.0,0,0,0,1,0,0.002244668911335578,0.004489337822671156,0,0,1,1
2,45.0,0,0,13.5,29.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
2,8.0,1,1,36.75,30.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,1
3,8.0,3,1,21.075,29.0,0,1,0,1,0,0.004489337822671156,0.7710437710437711,0,0,1,0
1,28.0,0,0,35.0,38.0,1,0,0,0,1,0.001122334455667789,0.001122334455667789,0,0,1,0
3,32.0,0,0,8.05,34.0,0,0,0,0,1,0.001122334455667789,0.001122334455667789,0,0,1,1
1,50.0,1,0,55.9,25.0,0,0,0,0,1,0.002244668911335578,0.002244668911335578,0,0,1,0
3,21.0,0,0,7.8,28.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,50.0,0,0,10.5,20.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
3,23.0,0,0,7.925,28.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,0
3,32.0,0,0,7.8542,17.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,1
3,28.0,0,0,7.75,18.0,1,1,0,1,0,0.001122334455667789,0.7710437710437711,0,1,0,0
3,21.0,2,2,34.375,36.0,0,1,0,1,0,0.004489337822671156,0.7710437710437711,0,0,1,0
3,28.0,0,0,7.75,16.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,0
3,25.0,0,0,7.225,16.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
3,15.0,1,1,7.2292,18.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
3,31.0,1,0,18.0,55.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,0
2,25.0,0,0,13.0,27.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,54.0,0,0,26.0,26.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
1,28.0,0,0,47.1,23.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,38.0,0,0,80.0,19.0,0,0,1,1,0,0.002244668911335578,0.002244668911335578,0,0,1,1
2,41.0,0,1,19.5,41.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,1
3,33.0,0,0,8.6625,19.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
2,52.0,0,0,13.5,26.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,16.0,1,1,20.25,27.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
3,20.0,0,0,8.05,30.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,9.0,4,2,31.3875,37.0,0,1,0,0,1,0.004489337822671156,0.7710437710437711,0,0,1,0
3,28.0,0,0,8.1125,33.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,1
3,28.0,0,0,7.8292,20.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,0
3,28.0,0,0,7.8958,20.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,54.0,1,0,59.4,46.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,1,0,0,1
3,26.0,0,0,7.8958,25.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,60.0,1,1,79.2,32.0,0,0,0,0,1,0.001122334455667789,0.001122334455667789,1,0,0,1
3,28.0,0,0,56.4958,15.0,1,1,0,0,1,0.007856341189674524,0.7710437710437711,0,0,1,1
1,44.0,0,1,57.9792,47.0,0,0,0,1,0,0.002244668911335578,0.002244668911335578,1,0,0,1
3,20.0,1,0,7.925,27.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,1
3,28.0,3,1,25.4667,29.0,1,1,0,0,1,0.004489337822671156,0.7710437710437711,0,0,1,0
2,16.0,0,0,10.5,24.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
3,43.0,1,4,46.9,39.0,0,1,0,1,0,0.006734006734006734,0.7710437710437711,0,0,1,0
3,17.0,0,0,8.6625,15.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,37.0,1,1,52.5542,29.0,0,0,0,0,1,0.002244668911335578,0.002244668911335578,0,0,1,1
2,62.0,0,0,10.5,18.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,1
3,8.0,4,1,29.125,25.0,0,1,0,0,1,0.005611672278338945,0.7710437710437711,0,1,0,0
3,32.0,0,0,56.4958,15.0,0,1,0,0,1,0.007856341189674524,0.7710437710437711,0,0,1,1
3,20.0,1,0,9.825,23.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,0
2,28.0,0,0,13.0,17.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
3,21.0,0,0,7.75,19.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,1,0,0
3,37.0,2,0,7.925,30.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,17.0,0,0,14.4583,21.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,1,0,0,0
3,28.0,0,0,7.75,19.0,1,1,0,1,0,0.001122334455667789,0.7710437710437711,0,1,0,1
1,46.0,1,0,61.175,27.0,0,0,0,0,1,0.001122334455667789,0.001122334455667789,0,0,1,0
3,28.0,0,0,15.1,31.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,24.0,0,0,8.05,22.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,29.0,1,0,66.6,25.0,0,0,0,0,1,0.002244668911335578,0.002244668911335578,0,0,1,0
1,56.0,0,1,83.1583,45.0,0,0,0,1,0,0.002244668911335578,0.001122334455667789,1,0,0,1
2,31.0,1,1,37.0042,18.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,1,0,0,0
3,28.0,0,0,7.75,28.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,1
2,32.0,1,0,26.0,17.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,1
3,33.0,1,1,20.525,25.0,0,1,0,0,1,0.003367003367003367,0.7710437710437711,0,0,1,0
3,59.0,0,0,7.25,17.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,58.0,0,0,26.55,24.0,0,0,0,1,0,0.001122334455667789,0.001122334455667789,0,0,1,1
3,28.0,1,0,16.1,49.0,1,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,1
2,3.0,1,2,41.5792,40.0,0,1,0,1,0,0.003367003367003367,0.7710437710437711,1,0,0,1
3,28.0,0,0,7.8958,19.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
1,16.0,0,1,57.9792,28.0,0,0,0,1,0,0.002244668911335578,0.002244668911335578,1,0,0,1
3,45.0,1,4,27.9,47.0,0,1,0,1,0,0.006734006734006734,0.7710437710437711,0,0,1,0
1,43.0,0,1,211.3375,53.0,0,0,0,1,0,0.003367003367003367,0.001122334455667789,0,0,1,1
1,30.0,0,0,106.425,19.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,1,0,0,1
3,28.5,0,0,16.1,20.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
3,24.0,0,0,7.7958,18.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,30.0,0,0,13.0,18.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,36.0,0,0,40.125,19.0,0,0,0,0,1,0.001122334455667789,0.001122334455667789,1,0,0,0
3,25.0,0,0,7.05,16.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,28.0,0,2,7.75,18.0,1,1,0,1,0,0.001122334455667789,0.7710437710437711,0,1,0,0
1,50.0,0,0,28.7125,26.0,0,0,0,1,0,0.001122334455667789,0.001122334455667789,1,0,0,0
3,1.0,2,1,19.2583,22.0,0,1,0,1,0,0.004489337822671156,0.7710437710437711,1,0,0,1
1,24.0,0,0,49.5042,48.0,0,0,0,1,0,0.001122334455667789,0.001122334455667789,1,0,0,1
2,24.0,1,2,65.0,19.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,1
1,35.0,1,0,52.0,51.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,1
1,30.0,0,0,86.5,20.0,0,0,0,1,0,0.003367003367003367,0.002244668911335578,0,0,1,1
2,23.0,0,0,13.0,28.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,28.0,0,0,7.8958,18.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,27.0,0,0,26.0,27.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,55.0,0,0,16.0,32.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
1,35.0,1,0,53.1,44.0,0,0,0,1,0,0.002244668911335578,0.002244668911335578,0,0,1,1
3,28.0,0,0,6.8583,15.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,0
1,28.0,0,0,79.2,30.0,1,1,0,1,0,0.001122334455667789,0.7710437710437711,1,0,0,1
3,28.0,1,0,19.9667,31.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,23.0,0,0,13.7917,44.0,0,0,0,1,0,0.001122334455667789,0.003367003367003367,1,0,0,1
3,28.0,0,0,7.7333,32.0,1,1,0,1,0,0.001122334455667789,0.7710437710437711,0,1,0,1
1,23.0,1,0,113.275,22.0,0,0,0,1,0,0.003367003367003367,0.002244668911335578,1,0,0,1
3,51.0,0,0,8.05,23.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,33.0,0,2,26.0,45.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,1
3,29.0,0,4,21.075,43.0,0,1,0,1,0,0.004489337822671156,0.7710437710437711,0,0,1,0
3,28.0,0,0,7.8958,22.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
3,28.0,5,2,69.55,24.0,1,1,0,0,1,0.007856341189674524,0.7710437710437711,0,0,1,0
2,2.0,1,1,26.0,24.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,1
2,14.0,1,0,30.0708,35.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,1,0,0,1
2,54.0,1,0,26.0,29.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
3,15.0,0,0,8.0292,27.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,1,0,1
1,22.0,0,1,55.0,27.0,0,0,0,1,0,0.002244668911335578,0.002244668911335578,0,0,1,1
2,27.0,0,0,13.0,20.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,28.0,0,0,7.8958,20.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,28.0,0,0,39.6,25.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
2,28.0,1,0,24.0,37.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,1,0,0,1
3,39.0,0,0,7.925,25.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,2.0,1,1,26.0,30.0,0,0,0,0,1,0.003367003367003367,0.003367003367003367,0,0,1,1
3,24.0,1,0,16.1,17.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,32.0,0,0,7.8958,19.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,45.5,0,0,7.225,20.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
2,8.0,0,2,26.25,32.0,0,1,0,1,0,0.003367003367003367,0.7710437710437711,0,0,1,1
3,26.0,1,2,20.575,23.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
1,29.0,0,0,211.3375,29.0,0,0,0,1,0,0.003367003367003367,0.002244668911335578,0,0,1,1
2,45.0,1,1,26.25,43.0,0,1,0,1,0,0.003367003367003367,0.7710437710437711,0,0,1,1
3,36.0,1,0,17.4,44.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
